"Date","Price","Open","High","Low","Change %"
"Aug 20, 2010","1,839.43","1,827.62","1,844.16","1,824.22","0.54%"
"Aug 19, 2010","1,829.53","1,831.09","1,838.09","1,816.95","-0.14%"
"Aug 18, 2010","1,832.09","1,831.62","1,842.18","1,819.11","-0.08%"
"Aug 17, 2010","1,833.58","1,857.62","1,859.95","1,828.56","-1.40%"
"Aug 16, 2010","1,859.53","1,844.09","1,868.02","1,843.38","0.70%"
"Aug 13, 2010","1,846.63","1,846.18","1,858.91","1,843.02","-0.04%"
"Aug 12, 2010","1,847.33","1,849.00","1,878.50","1,844.64","0.01%"
"Aug 11, 2010","1,847.18","1,852.11","1,871.49","1,845.34","-0.31%"
"Aug 10, 2010","1,852.99","1,844.40","1,859.54","1,835.64","0.40%"
"Aug 09, 2010","1,845.54","1,856.09","1,857.70","1,843.01","-0.36%"
"Aug 06, 2010","1,852.30","1,852.19","1,858.46","1,839.31","-0.16%"
"Aug 05, 2010","1,855.28","1,854.13","1,861.86","1,845.01","0.01%"
"Aug 04, 2010","1,855.10","1,861.22","1,869.05","1,850.28","-0.43%"
"Aug 03, 2010","1,863.16","1,862.99","1,872.20","1,842.27","-0.10%"
"Aug 02, 2010","1,865.11","1,858.58","1,866.97","1,840.70","0.54%"
"Jul 30, 2010","1,855.09","1,850.81","1,859.70","1,840.30","0.17%"
"Jul 29, 2010","1,851.95","1,847.06","1,859.78","1,846.66","0.15%"
"Jul 28, 2010","1,849.22","1,842.90","1,854.56","1,840.33","0.26%"
"Jul 27, 2010","1,844.34","1,844.03","1,847.48","1,823.41","-0.01%"
"Jul 26, 2010","1,844.50","1,848.18","1,852.24","1,836.69","-0.33%"
"Jul 23, 2010","1,850.64","1,834.70","1,852.60","1,822.99","0.75%"
"Jul 22, 2010","1,836.82","1,826.43","1,841.80","1,822.11","0.56%"
"Jul 21, 2010","1,826.67","1,842.17","1,847.47","1,820.05","-0.92%"
"Jul 20, 2010","1,843.64","1,847.89","1,855.26","1,827.70","-0.32%"
